appid,name,year,developer,platforms,num_ratings,positive_rate,multi_player,single_player,genre,theme,special
670780,Albert Mort - Desert Heat,2017,TeeKoo Games Ltd,windows;mac,10,0.4,1,1,"['0', '3', '10', '14']",,"['2', '4']"
670820,Civitatem,2018,LW Games,windows,45,0.711111111,0,1,"['1', '3', '8', '13']",,['4']
670830,VR Trivia Battle,2018,RLTY CHK,windows,9,0.777777778,1,0,['7'],,"['0', '8']"
670850,Sokoban Land DX,2017,lightUP,windows,12,0.75,1,1,"['2', '3', '7']",,"['1', '2', '4']"
670910,AHTS Ship Simulator,2017,"Hashplay, Inc.",windows,7,0.142857143,0,1,"['0', '8']",,['0']
670930,Escape Doodland,2018,flukyMachine,windows,34,0.941176471,0,1,"['0', '2', '3', '7']",,['1']
670940,The Voice in the Void,2017,Griffin Snow,windows,1,1,0,1,"['3', '4']",,['4']
670950,Band of Outlaws,2017,Indy Lion Studios,windows,15,0.866666667,1,1,"['0', '2', '3']",,['1']
671050,XMinutes: Wings,2017,XMinutesGames,windows,5,0.8,0,1,"['0', '2', '3']",,
671090,Oik Memory,2017,Crew Lab,windows,107,0.887850467,0,1,"['3', '7']",,
671120,Spaceship Trucker,2017,Dreamy Doe,windows,6,1,0,1,"['0', '7']",,['4']
671150,Explosive Dinosaurs,2018,RAWR Lab,windows;linux,5,1,1,1,"['0', '1', '3', '7']",,"['1', '2']"
671170,Great eSports Manager,2017,Fedora Collective,windows;mac;linux,92,0.869565217,0,1,"['1', '3', '4', '7', '8', '12']",,
671180,Elementals Reborn,2017,alexnown;Kunio,windows,8,0.625,1,0,"['0', '1']",,
671200,GAIA 2200,2017,QEGAME,windows,34,0.705882353,0,1,"['1', '2', '3']",,['4']
671230,Spirits: Ciel Bleu,2017,Lucascubestudios,windows;mac;linux,3,0.666666667,0,1,"['2', '3', '7']",,
671240,七个小矮人2 / Seven boys 2,2017,橙光游戏,windows,68,0.720588235,0,1,"['1', '2', '3', '4', '7', '8']",,
671260,GOKEN,2017,GIANTY Inc.,windows;linux,73,0.698630137,0,1,"['0', '4']",,"['1', '4']"
671270,Stophat,2017,Problematicar,windows,14,0.785714286,0,1,"['3', '7']",,
671290,Deadliners,2017,Duel Studios,windows,3,0.666666667,1,1,"['0', '1', '3', '9']",,['2']
671310,Pararea--Social VR for Everyone (Beta),2017,Metaverse,windows,28,0.678571429,1,0,"['4', '7', '11', '12', '13']",,"['2', '8']"
671330,Lit the Torch,2017,Corn Entertainment,windows,10,1,0,1,"['2', '3']",['0'],
671370,Flight of Light,2017,Crystalline Green Ltd.,windows;mac;linux,2,1,1,1,"['7', '9']",,"['1', '2']"
671390,Metropolis: Lux Obscura,2017,Ktulhu Solutions,windows;mac;linux,238,0.802521008,0,1,"['3', '7']",,['1']
671440,Rise of Industry,2018,Dapper Penguin Studios,windows;mac;linux,1314,0.845509893,0,1,"['1', '3', '8', '13']",,['4']
671470,CARSTEROIDS,2018,bkdove studios,windows,2,1,1,1,"['0', '3', '13']",,"['1', '2']"
671490,Princess Sahirah is a Spoiled Brat!,2017,Corey Wurts,windows,2,0,0,1,"['2', '4']",['15'],
671510,DESOLATE,2019,Nearga,windows,3658,0.70092947,1,1,"['0', '2', '4']","['3', '10']","['2', '4']"
671540,Pizza Hunt! How to hunt pizza (And Not Die Doing It),2017,Chubiri,windows;mac,5,0.8,0,1,['3'],,['1']
671550,Brickochet,2017,Graham Garven,windows,42,1,0,1,"['0', '3', '7']",,
671560,Iggy's Zombie A-Pug-Alypse,2017,16 Swans,windows,9,1,0,1,"['0', '1', '3', '7']",,['4']
671580,NeoCube,2018,Vyacheslav Ozolnieks;Georgy Studenikin,windows;mac,6,0.333333333,0,1,['7'],['0'],
671620,Beast Battle Simulator,2018,DOG HOGGLER,windows,392,0.834183673,0,1,"['0', '1', '3', '8', '10', '12', '14']",,
671650,Mad Age & This Guy,2017,Atomic Wolf,windows,56,0.857142857,0,1,"['0', '3', '7']",,['4']
671670,Village Of Souls,2017,videjagamesyo,windows,16,0.5,0,1,['7'],,
671690,[MARS] Total Warfare,2018,TCR,windows,56,0.714285714,1,0,"['0', '1', '11']",,
671700,Dead Horizon,2017,14 Hours Productions,windows;mac;linux,232,0.952586207,0,1,"['0', '2', '3']",['7'],
671720,Robin,2018,Isabelle Dela Torre;José Fernando Gracia;Annaliese Bevan;Poppy de Raad,windows,373,0.849865952,0,1,"['3', '7', '8']",,
671740,VR SHOOT AROUND - Realistic basketball simulator -,2017,BoninblueDesignLab,windows,17,0.882352941,0,1,"['0', '3', '7', '8', '12']",,
671750,ColorCode,2017,Tecsi Aron;Szocs Robert,windows,2,1,0,1,['3'],,
671800,Run!ZombieFood!,2017,VirusSea,windows,326,0.766871166,0,1,"['1', '2', '3', '7', '10', '14']",,
671810,The Adventures of Capitano Navarro,2017,Don Emídio Navarro Games,windows;mac;linux,14,0.357142857,0,1,"['0', '2', '3', '4']",,
671840,"Eat, Sleep, Bet, Repeat",2017,Strategic Designs Ltd.,windows,8,0.5,0,1,"['1', '2', '3', '4', '7', '8', '9', '12']",,
671850,Dormant World,2017,XENOpz,windows,2,0,0,1,"['0', '2', '3']",,
671880,Tower Offence!,2017,Daisessen,windows,4,0.75,0,1,"['0', '3']",,
671900,Devoid of Shadows,2017,N-Game Studios;Sixteen Squares,windows,129,0.697674419,0,1,"['0', '3', '4']",,
671920,Dead Secret Circle,2018,Robot Invader,windows;mac,28,0.714285714,0,1,"['2', '3']",,['1']
671940,The Brave Mouse,2017,Vyacheslav Shilikhin,windows,79,0.316455696,0,1,"['2', '3', '7', '8']",,
671980,Close Me,2017,Yai Gameworks,windows;mac;linux,80,0.8125,0,1,"['2', '3', '10']",,['4']
672000,System Goose Overload,2017,Joseph Calabro,windows,43,0.930232558,0,1,"['2', '3', '4']",,
672010,CANARI,2017,PixelBot Games,windows;mac,2,1,0,1,"['0', '2', '3', '13']",,['1']
672020,Hold My Beer,2017,Lord of the Stack,windows,36,0.888888889,0,1,"['0', '3', '7', '10', '12']",,
672030,Swap Blocks,2017,Wizbyte Games,windows,5,1,1,1,"['0', '3', '7']",,
672040,WarFallen,2018,Frosty Elk AB,windows,16,0.6875,1,0,"['0', '3', '13']",,
672050,Super Mr. Kake,2017,Five entertainment,windows,13,0.384615385,0,1,"['0', '3']",,
672080,Cube Creatures,2017,Chu Xiaosong,windows,5,1,0,1,"['2', '3']",,
672100,An Occasional Dream,2017,Itsjusta Games,windows,6,1,0,1,['4'],,"['1', '4']"
672130,Damned Hours,2017,"Delusion Arts Entertainment, LLC",windows,5,0.6,0,1,"['0', '1', '2', '3', '7', '8', '14']",,['1']
672140,Battle For Korsun,2018,Yobowargames,windows;mac;linux,7,0.428571429,0,1,"['1', '3']",,
672160,OldMaidGirl,2017,Vrai,windows,53,0.754716981,0,1,['7'],['1'],"['0', '1']"
672180,Detrita Battlegrounds,2017,Guy Bits Games,windows,8,0.875,0,1,"['0', '3', '7']",,
672190,Remnants of a Beautiful Day (2012),2017,From Soy Sauce LLC,windows,4,1,0,1,"['2', '3', '7']",,
672230,I fell from Grace,2017,Deep Taiga,windows,43,0.790697674,0,1,"['2', '3', '10', '14']",,
672250,Plexus,2017,Plexus team,windows;mac;linux,16,0.8125,0,1,"['0', '2', '3', '4']",,
672260,Fish for gold,2017,Primitive Studio,windows,55,0.472727273,0,1,"['2', '3', '8']",,
672280,Gates of Horn and Ivory,2018,Please Be Patient,windows,7,0.857142857,0,1,"['2', '3']",,"['1', '4']"
672290,Magic Forest,2017,Sultan.emr,windows,13,0.769230769,0,1,"['2', '3', '7']",,['4']
672300,Air Traffic Disruptor,2018,Sorcererstudios,windows,2,1,0,1,"['3', '7']",,
672310,Kingdoms Of Marazia,2018,Fire Dragon Studios,windows;mac;linux,10,0.9,1,0,"['1', '3', '4', '11']",,['8']
672320,The Last Sorcerer,2017,Adam Radziszewski;Krzysztof Waszak,windows,5,0.2,0,1,"['0', '3', '8', '13']",,
672360,ISEE,2018,Riviysky,windows,31,0.580645161,0,1,"['2', '3', '7', '8']",,
672380,Ameline and the Ultimate Burger,2017,Fei;Leo;Yang,windows,11,0.363636364,1,1,"['0', '2', '3', '7']",,"['1', '2']"
672410,Access,2017,Secret Overground Lab,windows,2,1,1,1,"['0', '3']",,
672450,Z ViRus: V.I.R.M Uprising,2017,Hokkaido Studios,windows,1,1,0,1,"['0', '1', '2', '3', '4', '8', '10', '13', '14']",,['4']
672460,Genetic Disaster,2017,Team8 Studio,windows,82,0.682926829,1,1,"['0', '3']",,['2']
672490,DeDrive,2018,Rydeom;Cobra;DerRazon,windows,7,0.714285714,1,0,"['9', '13']",,
672570,The Western Hunter,2017,Wisdom Emprie,windows,1,1,0,1,"['7', '8']",,
672590,Azure Saga: Pathfinder,2018,MassHive Media,windows;mac,60,0.833333333,0,1,"['1', '2', '3', '4']",,['4']
672630,Academia : School Simulator,2017,Squeaky Wheel Studio Inc,windows;mac,534,0.691011236,0,1,"['1', '3', '8', '13']",,['4']
672640,War Robots VR: The Skirmish,2017,Pixonic,windows,506,0.833992095,0,1,"['0', '8']",,"['0', '1']"
672650,MONITOR: The Game,2017,DNT Games,windows,48,0.895833333,0,1,['10'],,
672670,Hover Bots VR,2017,Khizer Awan,windows,3,0.666666667,0,1,"['0', '1', '2', '3', '7', '9']",,
672680,Call of War,2017,Bytro Labs GmbH,windows;mac,1375,0.504,1,0,"['1', '8', '11']",['23'],['8']
672690,The Nothing,2017,DDD Wares,windows,8,1,0,1,"['0', '3']",['3'],['1']
672710,Traffic Giant,2018,QLOC,windows,16,0.5,0,1,"['1', '8']",,['4']
672720,Crime Solitaire 2: The Smoking Gun,2017,Desktop Gaming,windows,4,0.75,0,1,['7'],,
672730,Find You,2017,Byting Games,windows,318,0.946540881,0,1,['3'],,"['1', '4']"
672770,Poseidon - Project Dark Sky,2017,DP Corp,windows,2,0,0,1,"['0', '1', '3', '8']",,
672790,Elemental Combat,2017,AVRLON VR Studio,windows,24,0.833333333,1,1,"['0', '3', '13']",,['8']
672860,StellarHub,2017,Casualogic,windows,109,0.577981651,0,1,['8'],['11'],['4']
672880,SuperWurfels,2017,AfroDieter,windows;mac;linux,2,1,1,1,"['0', '3', '7']",,
672910,Hangry Bunnies From Mars,2017,Studio229;Hammer-On,windows,13,0.769230769,0,1,"['0', '3', '7']",,
672920,The Bounty: Deluxe Edition,2018,The Ludicrous Ones,windows,11,1,0,1,"['2', '3', '4']",,
672940,Galaxy of Drones,2017,Koodilab,windows;mac;linux,7,0,0,1,"['1', '3']",['17'],['4']
672960,Benjamin Johnson EP.1,2018,Francesco Trovato,windows,5,1,0,1,"['1', '2', '3', '8', '10', '14']",,['1']
672970,Swords and Sandals Medieval,2017,Whiskeybarrel Studios,windows;mac,16,0.9375,0,1,"['2', '4']",,
673000,High Hell,2017,Terri Vellmann;Doseone,windows;mac,538,0.864312268,0,1,"['0', '3', '10', '14']",,
673010,WILOO,2017,lightUP,windows,7,0.714285714,0,1,"['2', '3', '7']",,"['1', '4']"
673040,Acorns Above: A World Gone Nuts,2017,Ninja Chip Studios,windows,2,1,0,1,"['0', '3', '7']",,
673050,StarBallMadNess,2017,GreenGasGames,windows,4,1,0,1,"['1', '3', '7', '13']",,
673060,Floor Plan: Hands-On Edition,2017,Turbo Button,windows,49,0.93877551,0,1,"['2', '3']",,"['0', '4']"
673070,The Ranger: Lost Tribe,2017,Leiting Interactive,windows,272,0.827205882,0,1,"['0', '2', '4', '8', '10']",,"['0', '4']"
673130,AMID EVIL,2018,Indefatigable,windows,592,0.983108108,0,1,"['0', '13']",['6'],"['1', '4']"
673140,Infinite Skyline,2019,Alexandre SK,windows,3,1,0,1,"['0', '3', '8', '9']",,
673190,All-Star Fruit Racing,2018,3DClouds.it,windows,98,0.826530612,1,1,"['0', '3', '9', '12']",,"['1', '4']"
673210,Frontier Pilot Simulator,2018,RAZAR s.r.o.,windows,172,0.709302326,0,1,"['2', '3', '8', '13']",,
673220,Joumee The Hedgehog,2017,Aghayeva and Ko s.r.o.,windows;mac,51,0.568627451,0,1,"['2', '3', '7', '13']",,
673230,Galaxy Annihilation,2017,Lunarhellgames,windows;linux,6,1,0,1,"['0', '3']",,['1']
673250,Exterminator: Escape!,2017,"PRIME WORKS Co.,Ltd.",windows,1,1,0,1,"['0', '3', '7', '12']",,['4']
673260,Starblast,2017,Neuronality,windows;mac,128,0.7421875,1,0,"['0', '3', '7', '11']",,"['1', '2', '8']"
673280,GyroSphere Trials,2017,Pronetis Games,windows;mac,7,0.857142857,0,1,"['0', '3', '9']",,"['1', '4']"
673300,Alien Splatter Redux,2017,Sinclair Strange,windows,77,0.948051948,0,1,"['0', '2', '3']",,['1']
673310,Adam Waste,2017,Blackturn Ltd,windows,11,0.545454545,0,1,"['0', '2', '10', '14']",,
673360,Black Mist,2017,Nyan_Fort,windows,1,1,0,1,"['0', '2', '3']",,['1']
673430,Mahjong Magic Islands,2017,Rainbow Games,windows,43,0.697674419,0,1,['7'],,
673450,TimeLock VR,2017,Whale Rock Games,windows,123,0.74796748,0,1,"['0', '2', '3', '7']",,
673480,Timbertales,2018,Rainware,windows;mac;linux,16,0.625,1,1,"['1', '3']",,['8']
673530,Zaba The Frog,2017,gameko-studio,windows;mac;linux,5,0.6,0,1,"['0', '3']",,
673540,Mogo Invasion,2017,He Wenjie,windows,5,1,0,1,"['1', '3', '8']",,
673550,Legendary Arcane,2017,Maxime Cote;Simon Cote,windows;linux,3,1,1,1,"['0', '3', '7']",,['1']
673560,IOSoccer,2018,IOSoccer Team,windows,499,0.73747495,1,0,"['3', '12', '13']",['14'],['2']
673570,Squadron: Sky Guardians,2017,RSK Entertainment,windows,5,0.2,0,1,"['0', '3', '8']",,
673580,Hamlet,2018,Haven Studios,windows,1,0,0,1,"['2', '8', '13']",,
673590,Amazing Thailand VR Experience,2017,"F.U.U.M. Co., Ltd.",windows,7,0.428571429,0,1,['7'],,['0']
673600,Prison Boss VR,2017,Trebuchet,windows,87,0.885057471,0,1,"['3', '8']",,"['0', '4']"
673610,Airport CEO,2017,Apoapsis Studios,windows;mac,1783,0.778463264,0,1,"['1', '3', '8', '13']",,
673620,Slizer Battle Management System,2018,slizer88,windows,46,0.782608696,0,1,"['1', '3', '8']",,
673630,Heaven And Earth,2017,Michael Hobbs,windows;mac,1,0,0,1,"['2', '3', '4']",,['4']
673660,Neon Hardcore,2017,Laush Dmitriy Sergeevich,windows,74,0.594594595,0,1,"['0', '3']",,['5']
673720,Police Adventure,2017,Fantasy-Gaming,windows,6,0,0,1,"['0', '2', '10', '13']",,
673740,Space Battlecruiser,2018,Less Describable Games,windows,32,0.90625,0,1,"['0', '3']",['11'],
673750,Super Bunny Man,2017,Catobyte,windows,166,0.843373494,1,1,"['0', '3', '13']",,"['1', '2']"
673770,Cats Tanks,2017,oblomysh,windows,53,0.452830189,0,1,"['0', '3']",,
673800,Zup! XS,2019,Quiet River,windows,54,0.759259259,0,1,"['3', '7']",,
673820,Master of ABC,2017,Yang Sun,windows,14,0.642857143,0,1,"['2', '3', '7']",,['4']
673830,VR STOCK CAR RACERS,2017,SAT-BOX,windows,6,0.666666667,0,1,['9'],,"['0', '1']"
673840,VR Formula,2017,SAT-BOX,windows,18,0.777777778,0,1,"['0', '9']",,"['0', '1']"
673850,Neofeud,2017,Silver Spook Games,windows,55,0.854545455,0,1,"['2', '3', '10']",,
673870,Math Combat Challenge,2017,Titan Deep Space Company,windows;mac,7,0.857142857,0,1,"['0', '3', '8']",,['1']
673880,"Warhammer 40,000: Mechanicus",2018,Bulwark Studios,windows;mac;linux,2012,0.901093439,0,1,['1'],['18'],['4']
673900,Avem33,2017,WaVR,windows,30,0.566666667,0,1,"['3', '7', '9']",,
673920,Maso Marble,2017,STUDIO MUNGO,windows,1,1,0,1,['7'],,
673940,Dragon Glory,2017,TeamTop Games,windows,59,0.440677966,1,0,"['0', '2', '4', '11']",,
673950,Farm Together,2018,Milkstone Studios,windows;mac;linux,4429,0.908105667,1,1,"['3', '7', '8']",,"['1', '2', '4']"
673970,MuX,2017,Decochon,windows,8,1,0,1,"['3', '8', '13']",,
673980,Spears 'n' Spades,2017,LeatherIceCream;LazyTomato;Madvertiz0r,windows,32,0.9375,0,1,"['0', '2', '3']",,"['1', '4']"
674020,World War 3,2018,The Farm 51,windows,13540,0.629615953,1,0,"['0', '3', '13']",['6'],
674120,Cruentis The Murderer vol.1,2017,Anunnaki s.r.l.,windows,5,0.8,0,1,"['2', '3', '13', '14']",,
674130,Bare Metal,2017,Michael McCartney,windows;mac,67,0.850746269,1,1,"['1', '3', '8']",,"['1', '8']"
674150,Simon the Sorcerer: 25th Anniversary Edition,2018,MojoTouch;Adventure Soft,windows,21,0.571428571,0,1,['2'],['4'],['4']
674160,Slasher VR,2017,Listener Online II Inc,windows,4,0.5,0,1,"['0', '10']",,
674170,DriftForce,2019,Greyish Games,windows,16,0.9375,0,1,"['0', '3', '7', '9', '12']",['14'],['1']
674180,AliveInVR,2017,AliveIn Technology Ltd,windows,2,1,1,1,['3'],,['0']
674190,Conquest of the New World,2017,Quicksilver Software,windows;mac,14,0.928571429,1,1,['1'],['18'],
674210,Rush to Adventure,2017,Digital Awakening,windows,15,0.933333333,0,1,"['0', '2', '3', '4']",,"['1', '4']"
674220,ClickBit,2017,NorthernLights Games,windows,39,0.461538462,0,1,"['3', '7']",,
674230,Light of the Mountain,2018,Songhouse Games,windows,12,0.833333333,0,1,['2'],,
674250,Resurgence: Earth United,2017,Pixel by Pixel Studios Inc.,windows,24,0.958333333,1,0,"['0', '3', '4', '13']",,['2']
674310,THE 2048,2017,Thick & Thin,windows,46,0.869565217,0,1,['3'],['0'],
674330,Defend the Cake,2017,"Defend the Cake, LLC",windows;mac,25,1,0,1,"['1', '3']",['0'],['4']
674360,Orb Flo,2017,Parrott Studios,windows;linux,1,0,0,1,"['3', '7']",,
674370,CoffeeBiz Tycoon,2018,The Sociopath Software,windows,35,0.714285714,0,1,"['1', '3', '8', '13']",,
674380,Delude - Succubus Prison,2017,Halissoni,windows;linux,15,0.533333333,0,1,"['2', '3', '4', '7', '8']",,
674390,Bildo,2017,Dalesi,windows,10,0.8,0,1,"['2', '3']",,
674400,Einar,2017,DreamPunks,windows,1385,0.615162455,0,1,"['0', '1', '3', '7', '10']",['10'],['1']
674420,Piece of Memory,2017,MATRE,windows,2,0.5,0,1,"['0', '2']",,
674440,Skipper - Puzzle Across The Sea,2017,2xMilk,windows;mac;linux,41,0.926829268,0,1,"['3', '7']",['0'],
674520,Fight'N Rage,2017,sebagamesdev,windows,792,0.938131313,1,1,"['0', '3']",,"['1', '2', '4']"
674530,The Unreal Journey of Mongol,2017,ZHANGKAI,windows,2,0,0,1,"['0', '2', '3']",,
674570,Bear Football,2017,Hero Game,windows,39,0.641025641,1,1,"['0', '8', '12']",['14'],['2']
674580,Fare Thee Well,2018,Watercress Studios,windows;mac;linux,77,0.974025974,0,1,,"['1', '2']",
674750,Yet Another Zombie Defense HD,2017,Awesome Games Studio,windows,887,0.800450958,1,1,"['0', '3']","['17', '20']","['1', '2', '4']"
674800,Tailwind,2017,ClickGames,windows,24,0.958333333,0,1,"['2', '3', '7']",,
674840,The Essence Reaper Ritual,2017,Legends of Eternalia,windows,3,0.666666667,0,1,"['4', '10', '13', '14']",,
674850,2MD VR Football,2017,"Truant pixel, LLC",windows,90,0.944444444,0,1,"['0', '3', '7', '12']",,
674860,Bystander,2017,Egor Magurin,windows;mac;linux,34,0.264705882,0,1,"['0', '2', '3', '8']",,
674890,Mechsprofit: Mech Tycoon Simulator,2018,Rahmat Nata Djaja,windows,10,0.9,0,1,"['1', '3', '7', '8', '13']",,
674900,Toys Gun Fire Boom,2017,Pooandplay,windows,4,0.5,1,1,"['0', '3', '7']",,"['1', '2']"
674910,Testbed Terror,2017,Lever Studios,windows,5,0.8,0,1,"['0', '3', '10', '14']",,
674940,Stick Fight: The Game,2017,Landfall West,windows;mac,27642,0.898885754,1,0,"['0', '3', '7']",,
674960,Gods of the Fallen Land,2017,"Crow's Key Studios, LLC",windows,51,0.862745098,0,1,"['0', '1', '3', '4']",,['4']
674980,Dirty Fighter 1,2017,Dirty Fighter Team,windows,5,0.6,1,1,"['0', '3', '10']",,
675010,MudRunner,2017,Saber Interactive,windows,7017,0.832977056,1,1,['8'],,"['1', '2', '4']"
675030,Super Samurai Rampage,2017,Brackish Games,windows,37,0.918918919,0,1,"['0', '3', '10', '14']",,
675040,Torn Familjen,2017,Paper Rose Games,windows,3,1,0,1,"['1', '4', '7']",,
675120,Crusader Crash,2017,Obadiah D Luna,windows,8,0.875,0,1,"['0', '2', '3']",,['1']
675130,AEGYPTUS,2017,Luciano Cargiolli,windows,23,0.652173913,0,1,"['0', '2', '3', '8', '13']",,
675140,Laika 2.0,2017,Studio Albatros,windows,7,1,0,1,"['0', '2', '3']",,['4']
675160,Soldier Killer,2017,SQUIX Games,windows,4,0.75,0,1,"['0', '3', '7', '13']",,
675170,303 Squadron: Battle of Britain,2018,Atomic Jelly,windows,144,0.666666667,0,1,"['0', '3', '8']",,['4']
675180,Choice of Zombies,2017,Choice of Games,windows;mac;linux,5,0.2,0,1,"['2', '3', '4']",,
675210,CastleMiner Warfare,2017,DigitalDNA Games LLC,windows,64,0.484375,1,0,"['0', '3', '10']",,['2']
675220,SoulFrost,2017,Xitilon,windows,7,0.571428571,0,1,"['0', '3']",,
675230,Secondhand Lands,2017,"Callipygian Games, LLC",windows,62,0.629032258,1,0,"['2', '4', '7', '11']",,"['2', '4']"
675240,Shining Song Starnova,2018,Love in Space,windows;mac;linux,79,0.936708861,0,1,['7'],['2'],
675260,Batman: The Enemy Within - The Telltale Series,2017,Telltale Games,windows;mac,2557,0.862729761,0,1,['2'],['22'],['1']
675360,Forbidden Love,2017,"Accela,Inc.",windows,9,0.444444444,0,1,['2'],['2'],
675370,Gulu,2017,NekoToFuurin,windows,4,0.75,0,1,"['3', '7']",,
675480,Witch Thief,2018,Cardboard Keep,windows,16,0.75,0,1,"['0', '2', '3']",,['4']
675490,Artifact Adventure Gaiden,2018,bluffman,windows,25,0.96,0,1,"['0', '3', '4']",,"['1', '4']"
675510,Kingdom City Drowning Episode 1 - The Champion,2017,phoenixmirror,windows,16,0.5,0,1,"['0', '2', '3', '10']",,
675530,M1: A Death in the Desert,2017,Dracula's Cave,windows;mac;linux,15,0.666666667,0,1,"['0', '2', '3', '7']",,"['1', '4']"
675560,NAVYFIELD,2017,SDEnterNET,windows,307,0.674267101,1,0,"['1', '4', '8', '11']",,
675620,Alter Cosmos,2018,▲ Pyramid Games,windows,14,0.785714286,0,1,"['2', '3', '7']",,
675630,Super POTUS Trump,2017,"Emerson Design, Inc.",windows,386,0.559585492,0,1,"['3', '7']",,
675640,The Lonely Gorilla,2018,Funderground Games,windows,11,0.636363636,0,1,"['2', '3', '4', '7', '8']",,['1']
675660,Relic Keepers,2017,Idea Cabin,windows;mac;linux,8,0.125,0,1,"['0', '2', '3', '10', '14']",,
675680,ShineG In The Zombies,2017,GaluluGame,windows,219,0.812785388,0,1,"['0', '1', '2', '3', '4', '7']",,
675720,Direct,2017,ToastieLabs,windows,37,0.567567568,0,1,"['0', '3', '7']",,
675730,Katharsis,2017,KOCMOC17,windows,32,0.71875,0,1,"['2', '3', '8']",,
675830,Pulses - Crystal Journeys,2017,Ventura Science,windows,5,1,0,1,['3'],,
675870,Ruby Hunter,2017,Bence Sipka,windows;mac,3,1,1,1,"['0', '3']",['0'],"['2', '4']"
675890,Within a Rose,2017,RhinoGearz,windows;mac;linux,13,0.923076923,0,1,"['7', '8']",,
675910,Visual Out,2018,MadameBerry Games LLC,windows;mac;linux,13,0.923076923,0,1,"['0', '2', '3']",,
675940,SpaceShot,2017,Shevchenko Technology,windows,96,0.677083333,0,1,"['0', '3', '7']",,
675950,Peninsular War Battles,2017,HexWar Games,windows;mac,18,0.388888889,0,1,['1'],,
675960,Matryoshka Strike,2017,Serf100,windows,17,0.764705882,0,1,"['0', '2', '3', '7']",,
675980,Atomic Sky,2017,Evgeniy Alemzhin,windows,1,1,0,1,"['3', '7']",,
675990,Questr,2017,Mutant Entertainment Studios,windows;linux,17,0.764705882,0,1,"['3', '4', '7']",,['4']
676000,Bloody Mice,2017,Tower Up Studios,windows;linux,36,0.694444444,0,1,"['0', '3', '7']",,['4']
676090,Legend Of Mercy 神医魔导,2018,SPG STUDIO,windows,266,0.842105263,0,1,"['2', '3', '4']",,['4']
676120,Sango Guardian Chaos Generation Steamedition,2017,"GUANGZHOU SEALY ELECTRONIC TECHNOLOGY CO., LTD",windows,19,0.526315789,1,1,"['0', '10', '12']",['14'],['1']
676130,Without Within 3,2018,InvertMouse,windows;mac;linux,24,0.958333333,0,1,['3'],"['1', '2']",
676170,Ungrounded: Ripple Unleashed VR,2017,Joie Liba;William Wu,windows,2,1,1,0,"['0', '1', '13']",,['2']
676180,Spaceguard 80,2018,Draftline Games,windows,29,1,0,1,"['0', '2', '3', '7']",,
676210,Story of the Survivor : Prisoner,2017,Kamil Szczepanik,windows,7,0.714285714,0,1,"['0', '2', '3', '4', '8', '10']",,
676240,TAURONOS,2017,conradproteus;cavalie_ro;S.C. 16 BIT NIGHTS S.R.L.,windows,39,0.923076923,0,1,"['2', '3']",['24'],
676310,Deadly Zone,2018,LIUBEZHANIN VASYL,windows,2,0,0,1,"['0', '2', '3']",,
676320,Letter-Setter,2017,Beaver Drummer,windows,2,1,0,1,"['3', '7']",,
676340,Undarkened,2017,Colin Stoddart,windows,11,0.727272727,1,1,"['2', '3', '4']",,['2']
676410,Embrace of Ocean: Story of Hope,2017,Aves Games,windows;mac,7,0.714285714,0,1,"['2', '7']",['5'],
676420,SiNKR,2017,Robert Wahler,windows;mac;linux,218,0.935779817,0,1,"['3', '7']",['0'],"['1', '4']"
676430,PUSH,2017,Maciej Targoni;Michal Pawlowski,windows;mac;linux,324,0.895061728,0,1,"['3', '7']",['0'],
676440,Trash Squad,2018,Enitvare,windows;linux,57,0.789473684,0,1,"['0', '3']",,['4']
676450,Double Memory,2017,Tyler Stansfield Jaggers,windows;mac,24,0.75,0,1,"['3', '7']",['19'],
676460,Sellsword VR,2017,Emerald Beast Studios,windows,4,0.25,0,1,"['0', '2', '3', '4', '13']",,['4']
676470,Sommad,2017,Rovango Studio,windows,18,1,1,1,"['2', '3', '7']",,['2']
676480,Jettomero: Hero of the Universe,2017,Ghost Time Games,windows;mac;linux,82,0.841463415,0,1,['3'],,"['1', '4']"
676490,Heroes of Civilizations,2017,Heroes Dev Team,windows,43,0.279069767,1,1,"['1', '3']",,
676500,Time Warpers,2018,Proton Studio Inc,windows;mac,162,0.932098765,1,1,"['0', '1', '2', '3', '4', '7', '8', '13']",,"['2', '4', '8']"
676520,Piece of Memory 2:Prologue,2017,MATRE,windows,1,1,0,1,"['0', '2']",,
676550,Crash Test Billy,2017,SP Digital Arts Inc.,windows,11,0.272727273,0,1,"['0', '7', '8', '13']",,
676570,Crazy Bowling,2018,"Coremedia,inc.",windows,1,0,0,1,"['0', '3', '7', '12']",,
676580,NEO Impossible Bosses,2018,x0to1,windows,11,0.909090909,1,1,"['0', '1', '3', '8']",,"['2', '4']"
676620,Robots: create AI,2017,xuan,windows;mac,10,0.8,0,1,['3'],,['4']
676630,Attentat 1942,2017,Charles Games,windows;mac,89,0.943820225,0,1,['2'],['23'],
676680,Mircron Wars XR,2017,Hallid Games,windows,4,1,0,1,"['0', '3', '7']",,
676690,VR Escape The Puzzle Room,2017,TiStar Game,windows,10,0.6,0,1,"['2', '8']",,['0']
676700,Heroes of Delum,2018,Delum Studios,windows;mac;linux,29,0.827586207,1,1,"['0', '1', '3']",,"['2', '8']"
