appid,name,year,developer,platforms,num_ratings,positive_rate,multi_player,single_player,genre,theme,special
338320,Pixel Heroes: Byte & Magic,2015,The Bitfather,windows;mac;linux,372,0.790322581,0,1,"['2', '3', '4']",,['4']
338330,Super Treasure Arena,2018,Vennril,windows;mac,38,0.789473684,1,1,"['0', '3']",['7'],['1']
338350,Farm World,2017,b-alive gmbh,windows;mac,14,0.357142857,0,1,"['1', '3', '7', '8']",,['4']
338390,The Technomancer,2016,Spiders,windows,1797,0.68558709,0,1,"['0', '4']",['21'],"['1', '4']"
338530,Trouble In The Manor,2015,Charyb Games,windows,309,0.585760518,1,0,"['0', '3', '7']",,['8']
338540,Navy Field 2 : Conqueror of the Ocean,2015,SDEnterNet,windows,1313,0.456207159,1,0,"['0', '1', '4', '8', '11']",,
338550,Terra Lander,2015,DM Media;Dark Computer Entertainment Ltd.,windows,203,0.600985222,0,1,"['3', '7']",['12'],
338590,The Race for the White House,2015,Eversim,windows,43,0.651162791,1,1,"['1', '3', '8']",,
338630,Wildlife Camp,2015,b-alive gmbh,windows,28,0.642857143,0,1,"['3', '7', '8']",,['4']
338760,Death Ray Manta SE,2015,The Future Of Videogames,windows,181,0.784530387,0,1,"['0', '3']",,['1']
338800,Seven Kingdoms 2 HD,2015,Enlight Software Limited,windows,196,0.795918367,1,1,"['1', '3', '8']",,
338810,Demise of Nations,2017,Noble Master LLC,windows;mac;linux,294,0.778911565,1,1,"['1', '3']",,"['2', '4', '8']"
338830,Star Nomad,2014,Huy Phan,windows;mac,36,0.583333333,0,1,"['1', '3', '4']",,['4']
338890,Harold,2015,Moon Spider Studio,windows,52,0.75,0,1,"['0', '3', '9']",,"['1', '4']"
338960,Rescue Team,2015,Alawar Entertainment,windows,93,0.946236559,0,1,"['1', '7', '8']",,
338980,MOAI: Build Your Dream,2015,Alawar Entertainment;Toyman Interactive,windows;mac,128,0.796875,0,1,"['1', '7', '8']",,['4']
339000,Ukrainian Ninja,2014,Michael Kissinger;Marco Hulden;Shaun Egan;Joshua Marks;Denys Ovsiannykov,windows,199,0.512562814,1,1,"['0', '3', '7']",,"['1', '2', '4']"
339040,Disney's Chicken Little,2015,Avalanche Software,windows,132,0.840909091,0,1,"['0', '2']",['1'],['4']
339090,Pig Eat Ball,2018,Mommy's Best Games,windows;mac;linux,52,0.980769231,1,1,"['2', '3']",['12'],"['1', '2', '4']"
339110,Plith,2016,Ya2,windows;mac,32,0.5,0,1,"['3', '7']",['0'],
339120,Fork Parker's Holiday Profit Hike,2014,Dodge Roll,windows;mac,617,0.826580227,0,1,"['0', '2', '3']",,
339130,Morningstar: Descent to Deadrock,2015,Red Herring Labs,windows;mac,386,0.935233161,0,1,"['2', '3']","['4', '21']",
339160,Tales of the Orient: The Rising Sun,2015,Green Sauce Games,windows;mac;linux,321,0.847352025,0,1,"['3', '7']",,['4']
339190,Dead Synchronicity: Tomorrow Comes Today,2015,Fictiorama Studios,windows;mac;linux,687,0.847161572,0,1,"['2', '3']",['4'],['4']
339200,Oceanhorn: Monster of Uncharted Seas,2015,Cornfox & Bros.,windows;mac,1526,0.795543906,0,1,"['0', '2', '3', '4']",,"['1', '4']"
339210,RESCUE 2: Everyday Heroes,2015,Fragment Production Ltd.,windows;mac,180,0.566666667,0,1,"['1', '8']",['14'],
339230,ZOMBI,2015,Straight Right,windows,1642,0.649208283,0,1,"['0', '2']","['10', '20']",
339240,10 Years After,2015,Rock Paper Games,windows,103,0.13592233,0,1,"['0', '2', '3', '13']",,
339250,Winged Sakura: Endless Dream,2017,WINGED SAKURA GAMES,windows;mac;linux,19,0.684210526,0,1,"['0', '1', '3', '4']",,['4']
339280,Strife®,2015,S2 Games,windows;mac;linux,4874,0.754411161,1,1,"['0', '1', '4']",,['2']
339290,Castle,2015,Snails Animation,windows,246,0.662601626,0,1,"['0', '3', '7']",,['4']
339320,Snake Blocks,2015,Spooky Cat,windows;mac,69,0.753623188,0,1,"['3', '7']",['0'],
339340,Resident Evil 0 / biohazard 0 HD REMASTER,2016,"CAPCOM Co., Ltd.",windows,2589,0.84820394,0,1,"['0', '2']","['3', '10', '20']","['1', '4']"
339350,Choice of Robots,2014,Choice of Games,windows;mac;linux,1769,0.971735444,0,1,"['3', '4']",,['4']
339400,Runestone Keeper,2015,Blackfire Games,windows;mac,2252,0.854351687,0,1,"['1', '3', '4', '7']",,['4']
339440,Critical Annihilation,2016,Devoga,windows;mac;linux,194,0.917525773,1,1,"['0', '3', '13']",,"['2', '4']"
339470,Retention,2015,Sometimes You,windows,656,0.332317073,0,1,"['2', '3', '7']",,
339500,Blasted Fortress,2015,Dapper Swine,windows,13,0.307692308,0,1,"['0', '3', '7']",,['4']
339510,Psy High,2014,Choice of Games,windows;mac;linux,132,0.818181818,0,0,"['3', '4']",,['4']
339560,Man Alive,2015,Global Empire Soft,windows;mac;linux,19,0.315789474,0,1,"['3', '7', '13']",,
339570,Enemy,2015,Tom Johnson,windows;mac;linux,132,0.848484848,0,1,"['1', '3', '4']",,
339580,Ember,2016,N-Fusion Interactive,windows,577,0.760831889,0,1,"['1', '2', '3', '4']",,['4']
339590,Crowman & Wolfboy,2017,Wither Studios,windows;mac,57,0.807017544,0,1,"['0', '2', '3', '7']",,['1']
339600,VEGA Conflict,2015,KIXEYE,windows;mac,2793,0.526673827,1,0,"['1', '11']",['11'],['8']
339610,Freestyle 2: Street Basketball,2015,Joycity,windows,7973,0.725072118,1,0,"['0', '7', '11', '12']",['14'],['2']
339690,Paperbound,2015,Dissident Logic,windows,26,0.884615385,0,1,"['0', '3']",,"['1', '5']"
339700,"I, Gladiator",2015,Steel Monkeys,windows,141,0.631205674,1,1,"['0', '2', '3', '4']",,"['1', '8']"
339710,Cyber Chicken,2016,WHOA!,windows;linux,11,0.545454545,0,1,"['0', '2', '3']",,"['1', '4']"
339720,Debugger 3.16: Hack'n'Run,2018,Spiderwork Games,windows,21,0.80952381,0,1,['3'],,['4']
339790,rFactor,2015,Image Space Incorporated,windows,340,0.85,1,1,"['8', '9', '12']",['14'],
339800,HuniePop,2015,HuniePot,windows;mac;linux,18472,0.961509311,0,1,"['1', '3', '4', '8']",['1'],
339820,Starwalker,2014,MP Game Studios,windows,29,0.379310345,0,1,"['4', '13']",,
339840,The Moment of Silence,2015,House of Tales,windows,49,0.612244898,0,1,"['2', '3']",['4'],['4']
339850,Overclocked: A History of Violence,2015,House of Tales,windows,49,0.775510204,0,1,"['2', '3']",['4'],['4']
339910,Uncraft World,2015,Studio TeamShuriken,windows,436,0.853211009,1,1,"['0', '3', '13']",['1'],"['1', '4']"
340000,Headlander,2016,Double Fine Productions,windows;mac,638,0.901253918,0,1,['0'],['21'],"['1', '4']"
340030,Dungeon of gain,2016,Defroids team,windows;linux,44,0.136363636,0,1,"['3', '4']",,['4']
340050,Survivalist,2015,Bob,windows,2015,0.796526055,1,1,"['0', '1', '2', '3', '4', '8']","['10', '20']","['1', '2', '4']"
340070,Battle Ranch: Pigs vs Plants,2015,Playboom,windows;mac;linux,819,0.498168498,0,1,"['1', '3', '7']",,
340120,Moorhuhn (Crazy Chicken),2015,Doyodo,windows,238,0.878151261,0,1,"['0', '7']",['16'],['4']
340130,Moorhuhn Invasion (Crazy Chicken Invasion),2015,Doyodo,windows,35,0.828571429,0,1,"['0', '7']",,['4']
340140,Elemental World Part 1:Rise Of The Guardians,2017,Wise Owl Studios,windows;mac;linux,3,0.666666667,1,1,"['0', '3', '4', '7', '11', '13']",,['2']
340150,Basement,2015,Halfbus,windows;mac;linux,1309,0.783804431,0,1,"['1', '3', '8', '13']",,
340170,FINAL FANTASY TYPE-0™ HD,2015,Square Enix,windows,2403,0.602163962,0,1,"['0', '4']",,"['1', '4']"
340190,Night Crisis,2019,AlteredPlanets,windows,21,0.19047619,1,0,"['0', '8', '13']",,['2']
340200,Bloop,2015,2SD,windows,350,0.437142857,0,1,"['3', '7', '8']",,
340210,Predestination,2019,Brain and Nerd Ltd,windows,58,0.637931034,0,1,"['1', '3']",,
340220,Shadows of War,2015,TRI.G,windows;linux,142,0.366197183,1,1,"['1', '3']",,"['4', '5']"
340250,Crystal Towers 2 XL,2015,David Newton,windows,16,0.9375,0,1,['3'],,['1']
340270,TIMEframe,2015,Random Seed Games,windows;mac,535,0.676635514,0,1,"['3', '7']",,['1']
340280,Cubot,2015,Nicolas Pierre-Loti-Viaud,windows;mac;linux,260,0.926923077,0,1,['3'],['0'],
340290,Dr.Green,2015,Johan Aronsson,windows,37,0.72972973,0,1,"['0', '3']",,['1']
340300,Teddy Floppy Ear - Mountain Adventure,2015,Forever Entertainment S. A.,windows;mac;linux,572,0.891608392,0,1,"['2', '3', '7']",,['4']
340310,Teddy Floppy Ear - Kayaking,2015,Forever Entertainment S. A.,windows;mac;linux,467,0.794432548,0,1,"['2', '3', '7']",,['4']
340320,Sinless + OST,2015,MGP Studios,windows;mac,200,0.71,0,1,"['2', '3', '4']",,['4']
340330,Deity Quest,2015,Fancy Fish Games,windows;mac;linux,22,0.818181818,1,1,"['1', '2', '3', '4']",,"['4', '8']"
340340,Domestic Dog,2015,Sean Davy,windows,474,0.810126582,0,1,"['3', '7', '8']",,"['1', '4']"
340350,Quintet,2015,Carmine T. Guida,windows;mac;linux,363,0.752066116,1,1,"['0', '3']",,"['2', '8']"
340360,Tomb of Tyrants,2015,Jake Huhman,windows;mac;linux,244,0.87295082,0,1,"['1', '3', '7']",,"['1', '4']"
340370,Shades of Black,2015,MDNA Games,windows;mac,13,0.923076923,0,1,"['2', '7']",,
340380,Pizzarian,2015,Alex Jedraszczak,windows,15,0.866666667,0,1,"['0', '3']",,
340400,Lucid Awakening 2,2015,Momiji Studios,windows,6,1,0,1,"['3', '4']",['15'],
340410,SuperBike TT,2015,Ghost Machine,windows,6,0.5,0,1,"['9', '12', '13']",['14'],"['0', '1']"
340440,Grand Class Melee 2,2018,Ogopogoid Entertainment,windows,41,0.780487805,1,1,"['0', '1', '3', '4']",,"['1', '2', '4']"
340450,Crashed Lander,2015,Don Whitaker,windows;mac;linux,48,0.75,0,1,['3'],['12'],['0']
340460,Spartans Vs Zombies Defense,2015,Lei,windows;mac;linux,727,0.451169188,0,1,"['0', '1', '3', '7']",,
340470,You Are Not A Banana: Better Edition,2015,Brian Cullen,windows;mac;linux,130,0.630769231,0,1,"['2', '3', '7']",,
340480,Project Green Beat,2015,SeattleEgg,windows,17,0.705882353,1,1,"['0', '3', '7']",,['4']
340490,Subterrain,2016,Pixellore,windows,852,0.796948357,0,1,['3'],['10'],"['1', '4']"
340500,The Warriorlock,2018,Fellstrike Games,windows,18,0.833333333,0,1,"['1', '2', '4', '7']",,
340520,Tallowmere,2015,Chris McFarland,windows;mac;linux,623,0.93258427,1,1,"['0', '3']",,"['1', '2', '4']"
340540,TDP4:Team Battle,2015,JAVELIN OÜ,windows,608,0.429276316,1,1,"['0', '2', '11']",,['5']
340560,Wanted Corp.,2016,Eko Software,windows,10,0.4,1,1,['0'],,"['2', '4']"
340570,WolfWars,2015,Peter Hrdy,windows,16,0.625,1,1,"['1', '3', '7', '8', '13']",,"['2', '8']"
340580,Armed with Wings: Rearmed,2017,Sun-Studios,windows,311,0.881028939,1,1,"['0', '3']",,['1']
340600,The Depths of Tolagal,2015,Matthew Jennings,windows;mac;linux,26,0.846153846,0,1,"['1', '3', '4']",,
340630,Ninja Guy,2015,Immunity Studios,windows;mac;linux,156,0.256410256,0,1,"['0', '3', '7']",,
340680,Bunny Bash,2016,DarkArts Studios,windows;mac;linux,11,0.818181818,1,0,"['0', '3', '7', '13']",,['8']
340700,Aqua Panic !,2015,Eko Software,windows;mac;linux,12,0.916666667,0,1,"['3', '7']",['0'],"['1', '4']"
340720,The Tiny Tale 2,2015,Running Pillow,windows;mac,28,0.892857143,0,1,"['1', '2', '3', '7']",,
340730,Sunrider Academy,2015,Love in Space,windows;mac;linux,965,0.843523316,0,1,"['3', '7', '8']",['1'],
340750,Gunslugs 2,2015,Orangepixel,windows;mac;linux,34,0.5,0,1,"['0', '3']",,['1']
340770,Death Goat,2016,Terminal Press,windows;mac,308,0.779220779,0,1,"['0', '3', '7']",,['1']
340800,Unhack,2015,InvertMouse,windows;mac;linux,254,0.862204724,0,1,['3'],"['0', '1']",
340810,Deepworld,2015,Bytebin,windows,710,0.583098592,1,0,"['0', '2', '3', '4', '7', '11', '13']",,['8']
340830,Razenroth,2015,Enitvare,windows;linux,464,0.818965517,0,1,"['0', '3', '4']",,['4']
340840,The Corridor: On Behalf Of The Dead,2018,Desktop Daydreams Studios,windows,13,0.692307692,0,1,"['0', '2', '3']",,"['0', '1']"
340860,RaidersSphere4th,2015,Rectangle,windows,123,0.74796748,0,1,"['0', '3', '8']",,['0']
340880,Solar War,2015,Snipefish Entertainment,windows;linux,25,0.84,0,1,"['1', '3']",['11'],['4']
340920,Siege of Turtle Enclave,2015,The Conjurer's Tower,windows;linux,12,0.333333333,0,1,['1'],,
340950,Let There Be Life,2015,Backward pieS,windows;mac,34,0.647058824,0,1,['3'],,['4']
340960,Pulsen,2015,4-Panel Footprint,windows,51,0.803921569,1,1,"['3', '8', '12', '13']",,"['1', '4']"
340990,Disney Bolt,2015,Avalanche Software,windows,34,0.735294118,0,1,"['0', '2']",['3'],['4']
341000,Mad Games Tycoon,2016,Eggcode,windows;mac,3573,0.898684579,0,1,"['1', '3', '7', '8']",,
341010,Pluck,2015,Benjamin Lapid,windows,3,0,0,1,"['0', '2', '3', '13']",,['1']
341020,Chronicles of Teddy,2015,Storybird,windows;mac,251,0.701195219,0,1,"['0', '2', '3', '4']",['13'],['1']
341030,Colonial Conquest,2015,Argonauts Interactive;Collectif Nemoïd,windows;mac,202,0.618811881,0,1,"['1', '3', '8']",,
341040,Wars Across The World,2017,Strategiae,windows;mac,77,0.805194805,1,1,"['1', '3']",,
341060,The Lady,2015,Mikeypoo's Games;Roger Levy,windows,183,0.469945355,0,1,"['0', '2', '3']",,
341070,Stay Dead Evolution,2015,Brucefilm,windows,96,0.364583333,0,1,"['0', '3']",,['1']
341080,NeXus: One Core,2015,Hyde Games,windows,21,0.666666667,1,1,['0'],['12'],['2']
341090,On A Roll 3D,2015,Battenberg Software,windows;mac;linux,230,0.882608696,0,1,"['0', '2', '3', '7']",,"['1', '4']"
341120,Glorkian Warrior: The Trials Of Glork,2015,Pixeljam,windows;mac,260,0.9,0,1,['3'],['8'],['1']
341150,Age of Fear 2: The Chaos Lord GOLD,2015,Leslaw Sliwko,windows;mac;linux,227,0.876651982,1,1,"['1', '3', '4']",,"['4', '8']"
341160,Steam Heroes,2015,ProjectorGames,windows,92,0.315217391,0,1,"['0', '2', '3', '7']",,
341260,Isaac the Adventurer,2015,Artisiti;Studio Vrtinec,windows;mac,24,0.458333333,0,1,"['0', '2', '3', '7']",,
341270,Samphi,2016,Greeny Games Studio,windows,24,0.583333333,0,1,"['3', '4', '13']",,['4']
341290,Lazors,2016,Pyrosphere,windows;mac;linux,15,0.866666667,0,1,"['3', '7']",['0'],
341310,Greyfox RPG,2015,Lesley Dodd,windows,1558,0.73491656,0,1,"['2', '3', '4']",['15'],"['1', '4']"
341360,Paparazzi,2015,Pringo Dingo Games,windows;mac;linux,16,0.5625,1,1,"['0', '3']",,['1']
341380,Countless Rooms of Death,2015,HCP Games,windows,33,0.242424242,0,1,"['2', '3']",['3'],
341390,Vulture for NetHack,2015,DarkArts Studios,windows;linux,147,0.693877551,0,1,"['1', '3', '4']",,['4']
341440,BANZAI PECAN: The Last Hope For the Young Century,2015,SERIOUS*IMPACT WORKS,windows,86,0.453488372,0,1,"['0', '3']",,
341460,Fallen Temple,2016,Tyrone Hunt,windows,3,0.666666667,0,1,['4'],['15'],
341470,Loot Hunter,2015,Rake in Grass,windows;mac,84,0.714285714,0,1,"['0', '1', '2', '4', '8']",,['4']
341490,Undead Legions II,2018,Key17 Games,windows,5,0.8,1,1,"['0', '3', '4', '7', '13']",,"['1', '2', '4']"
341500,Camera Obscura,2015,Anteater Games,windows,1508,0.722811671,0,1,"['0', '1', '2', '3']",['7'],"['1', '4']"
341510,Crayon Chronicles,2015,Outer Grid Games LLC,windows,47,0.765957447,0,1,"['3', '4', '7']",,"['1', '4']"
341530,Stardust Vanguards,2015,Zanrai Interactive,windows;linux,96,0.802083333,1,0,"['0', '3']",,['1']
341540,TRIP Steam Edition,2015,Axel Shokk,windows,256,0.48046875,0,1,"['2', '3', '7', '8']",,
341550,Super Cyborg,2015,Artur Games;Music by Darkman007,windows,445,0.898876404,1,1,"['0', '3']",,"['2', '4']"
341570,Throbax TD,2015,Unterrainer Informatik OG,windows,25,0.8,1,1,"['0', '1', '3', '4', '13']",['17'],"['2', '4']"
341640,Relativity Wars - A Science Space RTS,2015,Fungameco Ltd,windows;mac,17,0.470588235,0,1,"['1', '2', '3', '4', '8']",,
341660,Barren Roads,2015,Forcequitapplicatons,windows;mac,76,0.473684211,1,1,"['0', '2', '4', '13']",,"['2', '8']"
341680,stratO,2015,Mark Chong,windows,60,0.866666667,0,1,"['0', '3', '8']",,['1']
341690,The Great Fusion,2015,Loading Home,windows;mac;linux,57,0.719298246,0,1,"['2', '3']",['4'],
341700,Cahors Sunset,2015,Locomotivah,windows,71,0.661971831,0,1,"['3', '4', '8']",,
341710,Crest - an indirect god sim,2018,Eat Create Sleep,windows;mac;linux,269,0.743494424,0,1,"['1', '3', '7', '8']",,['4']
341720,Among Ripples,2015,Eat Create Sleep,windows;mac;linux,1304,0.698619632,0,1,"['3', '7', '8']",,
341730,Dustoff Heli Rescue,2015,Invictus Games Ltd.,windows;mac,343,0.848396501,0,1,"['0', '3']",['12'],"['1', '4']"
341750,A.V.,2015,FirstForever Studios,windows;mac;linux,17,0.588235294,0,1,"['2', '3']",,"['0', '1']"
341760,Flem,2015,Henchman & Goon,windows;mac,18,0.944444444,0,1,"['0', '3']",,['1']
341770,Geared,2015,"Playful Art, LLC",windows,10,0.4,0,1,"['1', '3']",,
341780,Chronicles of a Dark Lord: Episode II War of The Abyss,2015,Kisareth Studios,windows,50,0.62,0,1,"['3', '4']",['15'],['1']
341800,Keep Talking and Nobody Explodes,2015,Steel Crate Games,windows;mac;linux,5860,0.980375427,1,0,['3'],['0'],"['0', '1', '2']"
341820,Plush,2015,Red Head Games,windows;mac;linux,72,0.875,0,1,"['3', '7', '8']",,
341860,SickBrick,2015,Maxwolf;Fox,windows;mac;linux,211,0.568720379,0,1,"['0', '2', '3']",,['4']
341870,TEMBO THE BADASS ELEPHANT,2015,Game Freak,windows,435,0.747126437,0,1,"['0', '2', '3']",,['1']
341890,HitBox,2017,Tyler Rogers;David Colson,windows,95,0.505263158,1,1,"['0', '3']",,"['1', '4']"
341910,Ultimate Space Commando,2015,Creatio 49,windows,35,0.857142857,1,1,"['1', '3', '4']",,"['2', '4']"
341930,Space Station Alpha,2015,NuclearFirecracker,windows;mac;linux,71,0.478873239,0,1,"['1', '3', '8']",,
341940,Hatred,2015,Destructive Creations,windows;linux,7033,0.77818854,0,1,"['0', '3']",,['4']
341950,Lux Delux,2015,Sillysoft Games,windows;mac;linux,230,0.760869565,1,1,"['1', '3']",,['8']
341980,Dispatcher,2015,CivilSavages,windows,792,0.559343434,1,1,"['0', '2', '3']",['3'],
342020,BiT Evolution,2015,Major Games,windows;mac,146,0.582191781,0,1,"['0', '2', '3']",,"['1', '4']"
342090,The Clans - Saga of the Twins,2015,Supreme Clans Entertainment,windows,57,0.350877193,0,1,"['2', '3', '4']",,['4']
342100,Sym,2015,Atrax Games,windows;mac,36,0.861111111,0,1,['3'],['0'],['4']
342130,Hashtag Dungeon,2016,Hitpoint Games Ltd.,windows,30,0.666666667,0,1,"['0', '3', '4']",,
342150,Games of Glory,2017,Lightbulb Crew,windows,582,0.563573883,1,0,"['0', '1']",,"['1', '8']"
342180,Arizona Sunshine,2016,Vertigo Games;Jaywalkers Interactive,windows,3714,0.851911686,1,1,"['0', '2', '3']","['3', '20']","['0', '2', '4']"
342190,Skyworld,2017,Vertigo Games;Wolfdog Interactive,windows,155,0.819354839,1,1,"['1', '3']",,"['0', '4', '8']"
342200,MechWarrior Online™ Solaris 7,2015,Piranha Games Inc.,windows,5680,0.750352113,1,0,"['0', '1', '8', '11']",,
342230,Air Guardians,2015,Lazy Bum Games,windows,157,0.445859873,0,1,"['0', '3', '8']",,
342240,SCHAR: Blue Shield Alliance,2015,Brainshape Games,windows,22,0.545454545,1,1,"['0', '3']",,"['1', '2', '4']"
342250,Aspectus: Rinascimento Chronicles,2015,DGform,windows,1,1,0,1,"['2', '3', '7']",,['4']
342260,Nevermind,2015,Flying Mollusk,windows;mac,323,0.746130031,0,1,"['2', '3']",['3'],['4']
342300,Zombie Kill of the Week - Reborn,2015,Still Running,windows;mac,799,0.921151439,1,1,"['0', '3']",['20'],['8']
342310,RIOT: Civil Unrest,2019,Leonard Menchiari;IV Productions,windows;mac;linux,785,0.689171975,1,1,"['1', '3', '8']",['7'],"['1', '2']"
342350,Into The Gloom,2015,earrgames,windows,173,0.797687861,0,1,"['0', '2', '3']",,['4']
342360,Train of Afterlife,2015,Zeiva Inc,windows,86,0.686046512,0,1,"['2', '3', '7']",['2'],
342380,Sakura Angels,2015,Winged Cloud,windows;mac;linux,2066,0.851403679,0,1,"['3', '7']",['1'],
342450,Sword Daughter,2015,Hanabira,windows;mac;linux,83,0.493975904,0,1,"['2', '3']","['13', '24']",['1']
342480,Gunscape,2016,Blowfish Studios,windows;mac;linux,1174,0.69846678,1,1,"['0', '3']",,"['2', '8']"
342490,Shipwreck,2015,Brushfire Games,windows;mac;linux,173,0.832369942,0,1,"['2', '3']",['7'],['1']
342500,Human Extinction Simulator,2015,Machine 22,windows,35,0.371428571,0,1,"['1', '3', '8']",,
342510,Bret Airborne,2015,Machine 22,windows,61,0.655737705,0,1,"['3', '4', '7']",,
342520,BoxesWithGuns,2015,Thomas Christof;Giovanni Rotondo;Thomas S.,windows,77,0.246753247,0,1,"['0', '3']",['12'],['1']
342530,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,2015,Magic Pants,windows;mac;linux,73,0.876712329,1,1,"['0', '3', '7', '13']",,"['1', '8']"
342540,Terminal Hacker - Into the Deep,2015,SecuritySession.com,windows;linux,11,0.272727273,0,1,"['2', '3', '13']",,
342550,Phantasmal: Survival Horror Roguelike,2016,Eyemobi Ltd.,windows,199,0.587939698,0,1,['3'],['3'],
342560,Airships: Conquer the Skies,2018,David Stark,windows;mac;linux,2177,0.949012402,1,1,"['0', '1', '3']",,['8']
342570,HIS (Heroes In the Sky),2015,GameUS Inc.,windows,494,0.386639676,1,1,"['0', '1', '4', '7', '8']",,['2']
342580,12 Labours of Hercules,2015,Jetdogs Studios;Zoom Out Games,windows;mac;linux,2547,0.938751472,0,1,"['1', '7']",,['4']
342610,HyperRogue,2015,Zeno Rogue,windows;mac;linux,220,0.936363636,1,1,['3'],,"['2', '4']"
342620,"It came from space, and ate our brains",2015,Triangle Studios,windows;mac,432,0.835648148,1,1,"['0', '2', '3', '7']",,"['1', '2', '8']"
342630,Witch's Pranks: Frog's Fortune Collector's Edition,2015,Shaman Games Studio,windows;mac,136,0.838235294,0,1,"['2', '7']",['4'],
